-3000,6328,608,-1341,3434,1541
1052,22172,-1316,10161,-1084,-4247
-4668,21580,3192,-6882,-6447,150
-4204,4376,944,167,3951,4566
-6296,3304,-3768,9829,-6120,-358
-604,18524,6756,691,-1337,498
-1884,8748,-792,-13205,5724,3517
-4208,4080,-8164,9518,-9077,4316
-3972,19656,3360,-277,-2134,-711
-3280,4872,-20,-1194,3345,2922
-4524,8440,-3640,8818,-4085,-2914
-3480,18304,-924,-19033,-3944,-1275
-6580,29152,17976,6611,10191,-7233
-2700,13152,2992,6033,-2621,6609
-6996,16560,-1600,-20303,-446,-889
-3796,28276,24564,-312,6788,-5665
-4224,12508,1220,5795,-2284,4064
-1360,21580,2780,-8940,-2136,688
-2952,16792,5508,-242,3511,4671
-4884,13920,3820,17,4123,473
-2604,16012,2336,-421,1146,459
-3944,15368,444,-251,3226,2117
-1788,15460,-572,-2490,11187,1472
-1972,15840,1748,-3445,12997,1045
-9756,12008,2040,-6849,16713,4505
,,,,,
 ,,,,,
