1260,-16560,-172,-9873,7067,3755
1388,-21340,-3408,15231,-2143,1992
-408,-22852,-4300,-12039,21681,5003
1804,-19328,48,-5390,5268,1120
8368,-12728,6156,-12651,6632,3281
1224,-13156,-1952,-4625,-348,2485
800,-24096,-824,11823,7200,-6148
7212,-9644,3352,-14522,6713,6927
2168,-13416,-3248,-4815,-782,2818
856,-24952,-1936,10993,7855,-5572
8692,-8284,3956,-12780,5176,4355
2360,-17968,2936,-9399,9468,7798
5408,-23076,-2416,2597,5768,-2204
6828,-8068,-756,-6594,-39,2793
-1888,-24972,2580,-13478,20731,7027
4404,-17088,-4016,16649,-7221,-10079
8420,-12108,-7844,-32768,-14989,14943
13288,2972,-6812,-4706,6195,-2841
11832,2564,-13848,-1703,61,345
11752,2700,-12824,-816,-686,74
11296,2712,-12740,-724,-489,194
11344,2628,-13180,-656,-140,-6
11296,2524,-12932,-481,-712,42
11564,2764,-12976,-788,201,-181
11420,2952,-12872,-703,-258,-88
11112,1656,-13404,-656,-623,-239
10996,2524,-13556,-698,-568,160
10804,2524,-13616,-579,-205,10
10812,2876,-13316,-756,-904,282
