-664,19640,4980,6243,832,-627
-2936,4056,272,-10466,10042,1965
1856,24052,1080,12472,-400,1588
892,20520,-872,-25447,10631,1371
6380,18184,18972,-3332,5217,4230
3740,19096,2676,8124,-7606,-3994
332,8852,-640,-16450,6755,-2332
12348,12880,-5124,17325,-14415,5940
-120,24144,2932,-4609,-3154,-1581
-10912,7956,2672,-7987,11562,6901
-8,18136,-9496,13708,-32768,-17919
1700,22152,4060,339,-5600,-83
-5248,4912,1304,-8204,10224,2977
-2368,20956,-3452,15717,-16366,-9017
-1656,16632,6656,-6154,-4078,-1356
-2904,10184,3736,-13386,6431,320
-3460,18424,7040,21330,1168,-9757
-32768,5712,32767,21160,-32768,-21245
-20540,1092,448,-3351,-7357,1906
-15452,3680,-2480,948,723,1350
-14580,4576,-2524,-725,-342,-860
-15024,3760,-2080,-658,-219,467
-14628,4448,-2336,-493,309,623
-14864,4516,-2948,-769,-100,105
-14584,4576,-2572,-894,-302,-19
-14720,4192,-2424,-655,-369,-435
-14888,4556,-2856,-486,-362,31
-14648,4596,-3064,-526,-247,-100
-14820,4620,-2916,-518,-282,-35
-14728,4704,-2976,-567,22,-20
-14404,4940,-3236,-693,256,152
-14572,4700,-3308,-512,-299,106
-14836,4848,-3528,-494,-253,72
-14640,4852,-3604,-617,-311,-173
-14572,4932,-3692,-583,-435,-116
,,,,,
 ,,,,,
