-3584,15832,-320,-642,-274,-13
-3720,15648,-440,-684,-304,-81
-3624,15728,-336,-629,-491,-123
-3780,15720,-340,-596,-451,-14
-3604,15756,-456,-638,-200,30
-3776,15652,-432,-640,-393,-18
-3788,15672,-168,-614,-373,-4
-3924,15716,-264,-677,-320,-30
-3688,15868,-236,-698,-328,-37
-3736,15792,-276,-633,-639,-35
-3588,15672,-472,-591,-496,-73
-3688,15756,-292,-638,-246,-10
-3752,15712,-504,-561,-468,-26
-3840,15756,-516,-623,-339,2
-3668,15688,-248,-571,-491,7
-3704,15728,-284,-591,-563,-79
-3704,15768,-244,-692,-368,-29
-3648,15720,-184,-618,-532,41
-3644,15648,-244,-621,-477,53
-3592,15640,-260,-611,-492,9
-3864,15684,-188,-631,-477,-31
-3708,15652,-484,-713,-423,-37
