492,11604,-1652,-12066,4250,6918
2236,11328,288,4297,-12279,1933
280,18100,668,9364,-2697,-2099
-1560,15920,-2196,-14331,2960,-540
-2056,8780,-6280,3895,-8503,5415
476,18212,-1116,8199,-2858,-1529
1744,13572,-676,-15415,5749,1399
864,10736,-3856,6415,-9194,3583
-680,17268,4788,2612,1857,-127
-3196,10780,-700,-8101,2549,7186
-5472,7992,-4376,3957,-13854,4350
-584,20440,3568,2014,-2695,713
-2140,11128,2784,-8119,5360,5723
1556,10156,-5432,-1208,-4469,14353
-10384,2256,8324,21190,-6409,12432
22192,-9132,-6024,571,-584,1463
336,-7312,-7240,12150,-32768,-24184
14368,-872,1420,-522,1780,1528
16572,748,2888,-581,-584,579
16496,1112,3432,-583,-289,192
16424,1016,3512,-622,-586,-116
16296,1024,3536,-591,-360,-53
15712,1128,3116,-390,-2365,-160
16424,1460,740,-904,-90,421
16600,1452,2984,-960,229,-186
16536,1136,2448,-627,-812,-201
