-11576,14952,140,-18444,-3871,-1990
-7040,16612,13588,10329,-1631,-4276
296,12300,-636,5960,1989,7560
-2488,22304,712,-13867,-3811,837
-2656,5268,6476,13640,-3023,-1821
-2668,14952,2684,6935,-3075,3269
-312,19488,-1972,-12118,-2642,698
-3380,22940,14644,-2529,9779,826
-4056,14864,2336,6065,-5928,-323
-12476,15176,1164,-20674,-271,-3365
-4924,25808,14208,-3186,4002,4059
-5040,14012,820,2648,-2334,1966
148,23728,3812,-3651,-3625,-2009
-4812,10096,2832,-6660,13810,2730
-5688,13312,-5536,5782,6363,5405
-2748,15552,624,-5063,15921,3324
-8340,16872,11552,-28382,5308,-5413
-2112,5440,20124,-7170,-6664,2796
-3952,764,15076,-450,-179,-1251
-3476,1124,16272,-73,-959,466
-3028,868,15596,-797,-365,194
-2696,840,15608,-777,-293,70
-2712,828,15464,-554,-433,-63
-2820,948,15796,-601,-333,-23
-2900,904,15636,-664,-320,56
-2892,916,15924,-545,-390,-74
-2880,788,15860,-687,-383,-26
-2756,704,15520,-690,-349,-56
-2904,684,15488,-575,-290,-83
-2892,700,15684,-602,-414,10
-2952,896,15480,-554,-451,11
