8020,20488,92,-3454,-780,556
796,10276,4812,-1412,5576,3451
2560,11176,-1888,6203,-8850,-6456
4672,20876,3280,-1242,-4622,-1878
-2468,7976,3828,-5806,9761,4383
14432,26544,-3280,13375,-15227,-6584
8212,20948,3028,498,-6640,-480
-3756,4244,2880,6522,1625,3819
5236,18768,-564,8060,-6889,-473
6124,23608,696,-13143,987,1692
-2484,6428,9780,10359,-4739,-684
9180,20952,-6920,13829,-22828,-9812
3292,24160,1336,-18003,6178,4333
-1836,6232,6132,14226,-6513,-3379
2744,12536,1268,6178,-8281,1304
-6004,18420,-4,-17304,9361,2837
1144,13756,15348,-7171,5124,-2432
-2196,6236,4580,-3921,-8317,-6284
-11544,23312,17164,29355,3128,681
2420,10844,-15100,13900,-12085,-9588
-1748,5708,-16896,1911,1782,325
-8808,6136,-12580,-1955,-4254,-4361
-9048,5684,-12776,-554,1117,558
-8940,5668,-12736,-880,-708,-92
-8816,5588,-13008,-646,-358,-12
-8604,5604,-13216,-518,163,130
-8612,5632,-12932,-438,559,67
-8444,5680,-13284,-422,-8,-4
-8252,5572,-13256,-786,-708,-198
-8272,5488,-13320,-503,255,31
-8108,5584,-13384,-747,-667,-72
-8176,5520,-13520,-573,-98,63
-7940,5404,-13736,-328,347,109
-7872,5484,-13348,-629,-219,-53
