1920,22596,-1520,-14082,-1914,210
-3572,6004,5152,10169,-2419,589
-1868,17000,1488,4804,4166,8538
-5272,15652,-3672,-16097,111,1172
-2504,10524,9468,10869,-7047,-2453
-2620,14584,1520,6873,-4976,726
-2344,25152,676,-9221,-2384,242
-3632,6536,3040,-433,1507,1728
-5712,5800,-2396,4486,-2961,-2173
-936,16200,868,3603,-3491,-2277
344,15172,-388,-14277,10739,4820
-3704,16408,8064,808,6478,2529
-1704,15744,1300,6052,-5527,-364
-9036,14744,-1928,-15268,-4787,98
-2952,10296,7876,11476,-5104,-2654
-756,21492,1288,9051,-2988,5040
-3600,17940,2712,992,-5880,-444
-4704,8148,348,-579,3139,1854
-5672,11432,2928,267,1915,3423
-1008,14692,468,4267,-3698,-20
-5412,17044,-28,-12464,-4152,-291
