-8408,11420,10028,1117,10483,1282
-4980,12768,3804,3885,-1238,-4893
-12348,13108,8868,-10109,-20102,2666
-572,7328,3868,-4110,4584,5926
-8016,11076,5332,12622,-2702,-778
-7596,19652,5112,-15904,-9232,10033
-528,9984,13580,5150,10060,-6586
-3184,12784,5100,9546,-1143,2966
-6624,16804,2608,5715,-3965,-2165
-6456,3304,4756,-5833,6034,7423
-7112,4736,-2268,6285,-7040,-5163
-4160,16944,4924,1976,6280,-2540
-7520,15284,-604,-13356,-12328,5897
-3256,14168,6860,-1715,9362,4106
-8560,10848,4696,13346,-3882,-2947
-7520,21904,3180,-15415,-4249,7476
-1252,12844,10784,-1539,11410,-860
-12156,16120,4432,963,414,-10436
-9244,13364,-5644,5013,-24342,-8795
-19376,248,32767,-10618,-4157,-32768
-3220,-31912,29884,-17871,292,15656
-26868,-7992,12452,-4513,8678,4904
-15152,-3404,4952,-1231,362,594
-14620,-3184,4308,-208,-659,-494
-14660,-3644,4164,-623,-333,-8
-14420,-3388,4448,-588,-311,-62
-14676,-3492,4216,-688,-277,28
-14704,-3372,4148,-607,-361,13
-14808,-3096,3996,-594,-481,5
-14776,-3324,4200,-685,-588,-89
