-7624,5776,-2436,3343,-5183,-2237
-936,16352,484,5515,-3612,-914
2860,18180,-4372,-11539,-1159,-1656
-716,15772,7064,-2094,4848,2026
-2844,16220,720,3220,6179,65
-740,22048,2720,-751,-1633,400
-2336,11888,444,-2904,1165,5053
-9000,19724,2884,4372,-162,819
-1860,15172,1720,4778,581,378
-484,22728,1920,-5362,-3970,-203
-2752,8892,1228,-9368,9658,3109
-6036,8168,-524,2788,-3166,-2061
-1792,13840,-1340,6947,-1316,1458
-11028,15480,2632,-16714,-3565,-4517
-1272,23100,11680,900,6540,1536
-2916,13900,3368,6199,-2688,7156
-1396,18612,1852,1658,-4419,1611
-2784,12540,-1008,-12002,7538,3901
-2496,20592,7476,379,617,-1144
312,15452,-2452,2093,-5247,90
8080,-3400,-13600,10785,-6104,-11731
-32768,6596,10296,-6437,2594,-32768
-23944,-22108,-5424,-14474,-5360,-1411
-18404,3892,-3840,-509,11009,2358
-14944,284,-4704,-804,-517,395
-15252,-72,-4628,-651,-457,-110
-15388,-280,-4808,-584,-525,-153
-15212,-100,-4676,-539,-349,-5
-15132,-344,-4936,-569,-321,18
-15084,-56,-4864,-626,-259,-68
-15252,-268,-4892,-629,-437,-57
-15160,-204,-4824,-683,-451,11
-15412,-356,-4636,-559,-886,202
-15368,-328,-4808,-515,-410,31
-15016,-592,-4332,-562,-431,49
-14984,-460,-4628,-613,-269,23
-15092,-60,-4608,-732,-420,-98
-15148,-408,-4528,-452,-329,42
-15172,-240,-4496,-698,-485,-94
-15192,-272,-4984,-594,-286,82
-15256,-336,-5028,-617,-358,19
-15104,-260,-4840,-629,-307,-43
,,,,,
 ,,,,,
