-3364,-16164,-684,-554,-426,-10
-3408,-16092,-804,-590,-62,-54
-3532,-16096,-1064,-666,-388,56
-3324,-16076,-756,-635,-424,-38
-3568,-16024,-988,-810,-458,-13
-3292,-16216,-932,-822,-821,63
-3692,-16084,-952,-806,-633,47
-3432,-16188,-948,-505,-180,-21
-3508,-16148,-1116,-268,-116,135
-3708,-16008,-768,351,362,239
-8684,3640,7336,4969,10096,-15064
-2176,5468,5252,5818,4037,7168
640,9056,17728,-5711,76,-165
-9476,-1924,25528,2938,318,5781
-7024,2196,15216,-1989,-1679,-419
-4984,1756,15952,-523,-856,-865
-5468,2340,14832,-433,228,126
-5200,2848,14816,-829,-520,-70
-4592,2344,15072,-515,-477,68
-4772,2516,14900,-671,-311,-80
-4836,2632,14636,-677,-302,-95
-4784,2312,15276,-536,66,114
-5360,2540,14784,-502,-336,-16
-4880,2772,14788,-734,-174,28
-4856,2512,14860,-603,-119,35
-5120,2716,14784,-601,-246,77
-5092,2728,14796,-614,-379,-11
-5072,2656,14672,-532,-435,-56


 
