-1372,16276,-888,-572,364,-51
-1216,16268,-1128,-613,-1302,22
-1680,16248,-780,-662,-353,-95
-1712,16104,-1000,-679,-454,-103
-1724,16264,-1120,-731,-271,-136
-1860,16084,-1044,-656,-343,-101
-1956,16124,-1108,-632,-282,-64
-2032,16104,-1112,-723,-216,63
-2096,16276,-1044,-883,-717,-176
-1480,16312,-428,-668,-2526,-962
-3020,15944,-16,-850,-849,-897
-2856,15636,1676,-3677,-2424,-1293
-1520,14792,2052,-3087,3700,-1265
13192,-5188,27064,-32768,-1496,-7208
-21004,-9684,-160,19544,13934,-25153
-14232,-584,6832,177,-494,283
-13896,364,6236,-1552,-338,-329
-13528,856,5852,-581,-33,-84
-13960,376,6496,-840,-108,92
-14176,-56,6288,-829,-545,-88
-13968,284,6648,-586,-197,64
-14248,-48,6268,-1092,-154,218
-14044,532,6276,-1078,-913,477
-14224,1372,6412,-912,1351,999
-14128,536,5444,-160,-2650,-877
-14296,564,6200,-1126,-441,-572
-13584,492,6856,-231,-924,33

 
