-912,-16524,-328,-765,-430,-13
-784,-16700,-304,-669,-265,-46
-988,-16600,-348,-599,-130,-25
-856,-16632,-140,-582,-433,-17
-804,-16640,-128,-513,-164,10
-900,-16580,-92,-618,-371,17
-872,-16624,-248,-678,-360,15
-972,-16632,-96,-630,-386,-23
-1216,-16576,-44,-404,-1206,-367
9272,6980,17212,25385,-17071,-10299
-1772,-3204,2708,21494,5783,-7493
-176,-1476,-6060,17848,-23610,-3484
-1872,-21840,-36,-1028,3797,-284
-628,-17040,-316,-1959,-68,-270
-896,-17156,-536,84,-928,-205
-628,-16700,660,-537,-1106,7
0,-16800,1412,-705,-1321,53
-504,-16756,1336,-933,-563,232
-312,-16580,832,-882,-333,197
-860,-16832,292,-1008,-1826,288
-884,-16504,236,-900,-782,225
-1148,-16632,-28,-382,-429,-48
-684,-16616,448,-282,1000,-419
-1048,-16596,528,-610,333,-62
-688,-16736,532,-469,-110,-226
-1308,-16864,832,-422,2297,-185
-756,-16564,800,-810,-2340,-233
-372,-16520,604,-793,-1483,90
-848,-16824,1184,-549,-645,-50



 
