-1632,16092,-600,-472,-559,-293
-2152,16036,-696,-659,-9,-113
-1844,16128,-700,-629,-324,-18
-1628,16228,-804,-646,135,-46
-1720,16196,-888,-496,-450,-22
-1896,16132,-864,-576,-123,-34
-1832,16060,-864,-645,-298,24
-1916,16052,-636,-857,-1376,65
-1876,16144,-608,-485,-701,-62
-1996,16248,-680,-658,-540,-44
-1980,16028,-644,-626,-210,50
-1624,16156,-796,-791,-255,-23
-1892,15924,-424,-813,-683,-251
-2016,16176,-292,-862,-19,-444
-4628,-1272,6500,-32768,32767,-7974
-13432,7512,8048,-4018,29193,-7863
-18140,-30156,-1096,546,10107,9126
-14416,-1160,-1864,9194,5555,338
-13428,1304,5156,3244,1946,300
-13632,-652,7264,-906,172,327
-14484,-932,7360,-981,189,-15
-13808,-312,6656,-627,-891,-16
-14080,-336,7156,-538,-538,181
-14060,-676,7220,-655,773,99
-14016,-240,6344,-415,-459,77
-14112,-324,6604,-768,-228,90
-14080,-116,6880,-701,-479,-12
-13772,-200,6780,-796,-194,118
-13824,24,6592,-501,-1282,39

 
