-1032,16512,-768,-618,-264,-44
-1000,16128,-988,-560,30,-5
-1208,16180,-1092,-620,-366,-37
-1148,16252,-1024,-641,-560,-43
-1240,16220,-1132,-696,-388,-11
-1100,16184,-972,-654,-490,-17
-1024,16220,-1048,-696,-417,-24
-1152,16236,-1008,-644,-536,-64
-1204,16248,-852,-625,-915,-221
-1316,16084,-848,-919,-1279,-456
-2048,15964,-368,-911,-1538,-683
-2900,15544,1240,-4691,-3665,-1283
-5508,15060,300,-1291,-957,-926
-3476,16300,4152,-7035,-2480,-5829
-32768,-1252,32767,32767,32767,24137
-12968,-12380,7112,-11176,-7132,-6613
-14160,1148,5668,7436,4326,3756
-9856,-3084,7904,-3637,-3626,-151
-14348,208,8356,-1250,-1021,-547
-13496,-940,7456,-944,-1,145
-13592,-116,7196,-1158,-248,140
-13740,-520,7320,-414,-417,170
-14076,-484,7176,-1020,19,-20
-13932,-576,6880,-701,-433,-34
-13956,-604,6540,-810,-112,76
-14260,-452,5844,-1154,-158,106
-14404,-360,5832,-822,-161,-71
-14580,-360,5992,-551,-626,-171
-14324,-332,6172,-293,-343,158
-14120,-568,6112,-550,-768,-47
-14484,-428,6336,-529,-434,-39
-14104,-512,6396,-598,-467,71
-13892,-228,6756,-645,-950,36
-13812,-112,7144,-575,-398,35

 
