-3996,-16496,-928,-562,-523,-503
-3724,-15868,-848,-568,-409,80
-3856,-16148,-596,-703,-634,-16
-4028,-16412,-328,27,42,-344
-3400,-16196,260,-1038,-951,-31
-3556,-15960,-728,-988,-217,164
-4032,-15864,-960,-1124,-1147,160
-4192,-15720,-1880,-1323,-1452,231
-4576,-15644,-1912,-5,766,84
-4096,-16100,-540,454,354,77
-4924,-15820,296,1465,2336,321
-5124,-14328,4380,12451,-604,975
1752,-560,356,24905,10875,-16623
-5900,14720,3836,12942,1686,482
-1908,19116,-768,-1432,-6608,6415
1892,16264,4916,-15928,9166,2081
108,-1480,18716,1328,-7812,-4236
-1724,10144,13984,-1410,-83,-330
768,7556,13480,-517,-1267,1620
656,8588,13604,-385,93,-285
392,8052,13964,-583,-207,182
720,8272,13888,-717,-451,-19
848,8028,13652,-723,-363,72
1184,8220,13824,-500,-172,276
1644,8028,13808,-726,-591,127
1512,8100,13832,-660,-282,158
1648,8024,13940,-607,-356,163
1808,7992,13804,-632,-580,424
2120,8112,13972,-542,-507,118
2300,8060,13728,-704,-421,486
2216,8232,13692,-707,-237,135
2496,8056,13900,-671,-471,118
2388,7892,13936,-676,-448,30


 
