-2428,16076,-308,-689,-577,21
-2260,16032,-376,-714,-515,-4
-2280,15936,-368,-709,-574,-2
-2252,16024,-212,-659,-291,-4
-2308,15968,-292,-602,-538,-47
-2168,16020,-364,-669,-363,12
-2212,16072,-436,-674,-516,-7
-2244,16032,-288,-845,-655,-135
-2364,16140,164,-1082,-780,-367
-2792,15812,992,-1096,-170,-708
-3060,15744,1244,-669,-58,-1500
-1760,12876,-4512,-5330,5306,-742
-32768,23256,26708,-18019,23828,-31262
-4948,-14808,6444,-17765,4613,-5780
-18588,1932,2788,4524,-12354,6647
-16336,-128,3416,-3929,-195,-194
-14744,404,4888,-886,-607,-65
-15168,1032,3552,-648,-86,-28
-14972,1108,3956,-603,-131,-8
-14964,1028,3464,-600,-131,59
-15140,1016,3692,-691,-270,-11
-15116,1020,3620,-637,-321,-34
-15080,1064,3520,-667,-341,-9
-15120,1068,3524,-670,-400,-21
-15100,1012,3568,-620,-413,20
-15020,952,3512,-584,-482,40
-15024,984,3528,-583,-302,7



 
