1848,16152,-2308,-633,-517,13
1904,16152,-2396,-502,-196,-58
1748,16248,-2444,-674,-392,-28
1808,16168,-2060,-636,-160,28
1864,16124,-2156,-836,-377,44
1920,16192,-2336,-658,-482,-1
1888,16224,-2284,-712,-665,26
2112,16240,-2052,-891,-364,30
2248,16104,-2280,-925,-688,5
2152,15964,-2304,-329,103,-195
2092,16188,-2188,-1824,-1820,-355
1424,16224,-584,-1599,-2198,-163
1084,16136,-488,-1417,-836,-587
1412,16112,-368,-863,-593,-1004
2004,13708,-5516,-519,539,-1133
26060,-12492,12432,21147,7906,-5537
-16132,-13832,14608,-7198,17612,-4271
-9536,-4436,18248,4360,2283,-106
-13840,-2848,7224,585,922,334
-16048,-144,9256,-742,493,680
-13876,-540,6960,-1762,-454,646
-14056,48,6388,-1038,753,522
-14896,1220,4472,-582,2300,956
-15104,972,3128,-543,-687,-173
-15156,1120,3248,-752,-1306,-327
-14760,948,4176,-328,-1287,-308
-14796,868,4240,-560,-193,34


 
