356,-16588,-1400,-752,-461,26
268,-16624,-1200,-658,-408,24
384,-16680,-1228,-610,-543,-34
296,-16664,-1136,-665,-385,-27
180,-16684,-1236,-725,-456,86
140,-16676,-1328,-660,-414,50
-12,-16712,-1308,-736,-426,35
40,-16600,-1424,-648,-222,-70
-172,-16712,-1232,-729,119,-341
108,-16536,-1220,-941,165,-1065
220,-16560,-2036,2037,1502,-4221
-1532,-11012,3756,12162,-20337,-4923
17492,-6632,7596,-11748,-1942,-11326
18752,-64,-6184,3529,-7077,11795
14980,-11588,-11136,-5228,-593,11349
13500,-5092,-6972,768,1699,-62
14476,-5548,-6876,-744,-409,56
14796,-5560,-7092,-694,-306,-126
14816,-5516,-7076,-614,-665,242
14564,-5688,-6920,-842,-612,277
14676,-5804,-7224,-626,-415,-41
14560,-5756,-7344,-645,-399,10
14660,-5940,-7276,-487,-333,-61
14724,-5456,-7196,-621,-175,-164
14612,-5640,-7308,-541,-277,-128
14752,-5884,-7140,-683,-358,-127
14788,-5508,-6912,-689,-517,97
14768,-5640,-7084,-548,-468,-14
14876,-5828,-7168,-518,-341,123
 ,,,,,
