-4180,-16092,-276,-690,-999,23
-4016,-16112,284,-789,-628,153
-4228,-15780,56,-917,-571,17
-3976,-16080,-276,-691,-583,35
-4400,-15960,-156,-586,-160,63
-4168,-15944,-308,-707,-291,53
-4296,-15712,-252,-626,-82,33
-4248,-16016,-276,-723,-1103,250
-4460,-16184,-280,-468,-1422,-9
-5108,-15672,-16,784,849,-173
-4164,-15872,232,1361,-1075,65
912,-13620,-1328,15204,-5802,-5148
-6160,-8856,912,32767,-15664,-16229
10836,-11080,22492,10304,-10921,-4126
1624,13548,9604,-5646,-3672,715
-712,-196,14508,-19456,6079,181
-648,916,15528,-733,-244,121
-660,900,16196,-559,-599,-11
-1092,1084,15936,-595,-331,56
-536,928,16180,-614,-271,20
-584,832,16168,-509,-151,14
-888,988,16068,-459,-163,-58
-412,996,16036,-686,-200,49
-704,1040,16108,-630,-636,-74
-1148,1176,15932,-683,-307,62
-736,1100,15892,-580,-248,1
-972,1076,15996,-511,-475,-52
-780,1048,16052,-796,-237,-85
-716,1000,16008,-758,-352,-27
-912,832,16136,-678,-361,-10
-904,928,15920,-727,-284,-80
-1088,920,16140,-599,-410,-4


 
