3840,16164,-2060,-842,-532,-330
3380,16048,-1576,-1091,-716,-70
3312,15852,-1120,-578,-480,207
2940,16444,-1072,-391,-942,86
3972,15976,-2256,-159,343,179
4256,15844,-1948,-270,-617,191
3788,15960,-2700,-416,-508,100
3948,15940,-2752,-834,-770,17
4000,15844,-2716,-1173,-1044,-313
3788,15904,-1964,-1873,-1257,-457
3108,16064,-1364,-1900,-1554,-684
29112,-6136,-2236,-4755,25779,-32768
-12916,-2504,3792,-2258,-227,-2559
-13216,1364,2996,1786,2545,6531
-13476,2596,7952,-945,-1260,-1657
-13060,1020,9488,-146,270,140
-12772,1800,8468,-709,-498,175
-12872,1560,8436,-868,-618,-190
-13232,1788,8608,-533,-507,-119
-13480,1632,8792,-535,-1007,569
-12856,1972,8624,-650,-307,154
-12868,2332,8440,-632,-289,293
-12912,2444,8096,-511,-661,77
-13028,2364,8388,-686,-486,22
-12784,2448,8340,-686,-457,-6
-12700,2436,8276,-796,-806,-78
-12484,2504,8760,-545,-404,56
-12676,2684,8640,-429,155,-39
-12828,2340,8464,-548,-231,-24
-12724,2416,8248,-634,168,74
-13032,2320,8136,-609,-515,52
-12964,2392,8316,-647,-195,19



 
