-4128,-15992,-1444,-636,-378,-62
-4208,-15840,-1444,-667,-360,14
-4264,-16036,-1464,-697,-183,-25
-4200,-15900,-1456,-500,-272,-41
-4192,-15976,-1332,-655,-424,-28
-4168,-16040,-1636,-744,-324,28
-4164,-15840,-1540,-574,-378,-65
-4128,-15876,-1532,-391,-298,-41
-4144,-16228,-1072,341,-191,-9
-4352,-17112,5492,6755,-1384,-776
392,-2152,4732,18741,-3676,5320
-4328,84,32767,1191,-2680,4742
-8376,11164,4576,6825,1413,9180
-5620,14668,-504,3584,-6683,-3239
-4740,2496,15740,-585,1299,-1671
-3756,2644,15388,-973,-962,2
-4032,2848,15420,-826,-625,89
-3976,2928,15152,-519,-247,-205
-4504,2960,15152,-711,-647,40
-4064,2644,15288,-547,136,-265
-4180,2720,15016,-823,-609,88
-4168,2692,15232,-420,-143,19
-4232,3016,14848,-546,-370,172
-4512,2904,15144,-533,-357,-134
-4488,3004,14736,-438,167,-169
-4580,3040,15164,-698,-651,94



 
