-1796,-16508,-436,-625,-350,-33
-1856,-16444,-336,-638,-378,4
-1692,-16528,-272,-640,-532,-18
-1792,-16508,-292,-670,-331,-3
-1856,-16432,-344,-636,-320,-51
-1604,-16556,-144,-819,-455,-111
-1560,-16880,400,-265,2,-211
-8112,-18396,10388,25018,-21785,10942
-1408,-32768,3564,-32768,-1951,-2390
2668,520,-6428,20642,-5912,-1661
276,-12268,4604,-8091,1736,293
12,-16080,136,-60,-2395,1210
-1844,-16348,480,-308,199,128
-1520,-16232,1124,-549,-443,273
-2000,-16476,168,-585,63,-44
-1804,-16408,392,-522,-127,17
-1676,-16512,120,-715,-644,50
-1960,-16408,128,-724,-515,31
-1772,-16476,16,-636,-325,40
-1924,-16484,136,-622,-382,-2
-2008,-16448,200,-665,-696,38
-1856,-16468,280,-662,-526,6
-1816,-16424,16,-625,-542,-102
-1688,-16496,16,-719,-129,37
-1956,-16568,-8,-420,-1190,-3
-2060,-16376,676,-264,890,-199



 
