-1564,16340,-1360,-400,-186,-72
-1588,16136,-1412,-772,-305,-118
-1832,16000,-1304,-581,-665,230
-1888,16124,-924,-562,-561,-14
-1856,15960,-1276,-582,-394,-140
-1916,16144,-1368,-631,-180,-72
-2076,16116,-1056,-723,-873,0
-1892,16368,-996,-933,-939,-307
-1984,16224,-1296,-952,-520,-714
-3132,16008,-400,-1250,-2819,-860
-3616,13840,96,-4816,-2747,-2712
-3188,14672,-772,-13505,2751,5407
4332,-3080,4048,-18600,18261,-32768
920,-9056,14520,-17426,1852,-6701
-15408,-1224,12300,22223,8905,16161
-15264,2368,12280,2047,3133,-2054
-13812,1680,9752,-307,-1490,727
-13432,2600,9272,-1144,-1253,-708
-12344,1304,8572,-1387,-280,-397
-12816,1368,8772,-940,524,247
-13452,1396,7916,-1079,-543,292

 
