-4736,-15904,-2012,-614,-339,25
-3772,-15828,-1452,-225,-921,-93
-3880,-16008,-1664,-1309,-900,-27
-4116,-15864,-1760,-651,-882,-65
-3748,-16096,-1676,-854,-1402,-234
-3668,-16060,-1216,-216,159,-116
-3340,-16224,-1320,14,684,-16
-3632,-14908,-512,3787,-1846,137
-172,-15556,3960,13038,-4395,-1236
11300,-4120,18660,23793,-7971,-19073
-3860,12376,10864,20302,-3998,3159
3136,17448,-1592,3083,-1414,1527
1824,9564,5404,-12475,9281,-530
16668,-2604,9644,6018,9385,-182
-2308,2288,13856,-846,-702,-278
-2972,1576,15652,-639,-345,-31
-3304,1772,15596,-6,-231,184
-2872,1860,15568,-499,-267,-50
-2744,1744,15780,-669,-622,45
-2764,1760,15620,-610,-316,42
-2644,1696,15848,-668,-429,4
-2676,1932,15564,-817,-375,64
-2736,1720,15572,-659,-512,-42
-3044,1952,15740,-754,-416,-90
-2708,1604,15420,-563,-475,-62
-2696,1544,15812,-538,-502,-17
-2792,1648,15664,-685,-261,57



 
