9696.0,-14000.0,-2020.0,-644.0,-184.0,18.0
10020.0,-13732.0,-2276.0,-575.0,-418.0,-42.0
9844.0,-13880.0,-2096.0,-733.0,-397.0,24.0
9672.0,-13664.0,-2480.0,-535.0,-538.0,97.0
10004.0,-13744.0,-1988.0,-547.0,-557.0,30.0
9832.0,-13976.0,-2088.0,-569.0,-368.0,35.0
9900.0,-13752.0,-2468.0,-693.0,-304.0,-5.0
9888.0,-13820.0,-2136.0,-812.0,-144.0,-123.0
9824.0,-13808.0,-2144.0,-732.0,-289.0,-97.0
9976.0,-13736.0,-2204.0,-593.0,-549.0,-19.0
9800.0,-13844.0,-2260.0,-637.0,-379.0,-51.0
9844.0,-13784.0,-2364.0,-779.0,-197.0,-76.0
10144.0,-13896.0,-1304.0,-1284.0,-322.0,-307.0
10440.0,-13508.0,-2556.0,-782.0,-810.0,212.0
10416.0,-13632.0,-2100.0,-920.0,-53.0,716.0
8920.0,-15040.0,-1584.0,-1904.0,-1032.0,-154.0
9200.0,-20092.0,-1880.0,5932.0,4424.0,-770.0
9976.0,-9788.0,3164.0,-4475.0,-4214.0,-466.0
7552.0,-12664.0,2012.0,-1211.0,1230.0,746.0
7108.0,-12408.0,-2116.0,3930.0,7486.0,-10610.0
1992.0,-18104.0,-15904.0,-12075.0,17467.0,26704.0
-4432.0,2652.0,-14868.0,2830.0,7552.0,-2128.0
8680.0,356.0,-16472.0,256.0,6366.0,-2773.0
6188.0,-1808.0,-17052.0,-467.0,-1037.0,-357.0
5632.0,-684.0,-16896.0,-794.0,399.0,299.0
5684.0,-940.0,-16556.0,-784.0,620.0,116.0
5404.0,-1144.0,-16788.0,-954.0,-716.0,53.0
5720.0,-948.0,-16508.0,-713.0,-819.0,27.0
5664.0,-664.0,-16752.0,-757.0,-409.0,70.0
5564.0,-696.0,-16752.0,-783.0,-323.0,131.0
9856.0,-13888.0,-2292.0,-904.0,-136.0,-170.0
9856.0,-13888.0,-2292.0,-904.0,-136.0,-170.0
